Global_ID,S.No,Report Year,Incident Number,Grade Crossing ID,Date,AM/PM,Time,County Code,County Name,State Code,State Name,Highway User,Vehicle Direction Code,Vehicle Direction,Highway User Position Code,Highway User Position,Second Highway User,Second Vehicle Direction Code,Second Vehicle Direction,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Crossing Warning Expanded 1,Crossing Warning Expanded 2,Crossing Warning Expanded 3,Crossing Warning Expanded 4,Crossing Warning Expanded 5,Crossing Warning Expanded 6,Crossing Warning Expanded 7,Roadway Condition,Crossing Warning Location Code,Crossing Warning Location,User Age,User Sex,Highway User Action Code,Highway User Action,Estimated Vehicle Speed,Train Speed,Estimated/Recorded Speed,Vehicle Damage Cost,Narrative,Total Killed Form 57,Total Injured Form 57
353,353,2024,0824LA039,750609H,2024-08-27,AM,05:15 AM,37.0,LOS ANGELES,6.0,CALIFORNIA,Pedestrian,3,East,3.0,Moving over crossing,,,,63.0,1.0,Dawn,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,,,,,Dry,1,Both sides,40.0,Female,1.0,Went around the gate,,55.0,,0.0,"TRAIN ZBRLC-25 STRUCK TRESPASSER AT THE LANCASTER BLVD CROSSING, RESULTING IN A FATALITY.HIGHWAY USER'S ACTIONS:WENT AROUND THE GATE - MOVING.",1,0
354,354,2024,0824NC034,753385X,2024-08-27,PM,06:16 PM,7.0,BUTTE,6.0,CALIFORNIA,Truck,1,North,1.0,Stalled or stuck on crossing,,,,95.0,3.0,Dusk,1.0,Clear,1.0,Main,Stop signs,,,,,,,Dry,1,Both sides,64.0,Male,4.0,Stopped on crossing,0.0,65.0,,2500.0,THE ZLCTM-27 NOTICED A VEHICLE ATTEMPTING TO TOW ANOTHER VEHICLE ACROSS THE TRACKS. IT APPEARED THATONE OF THE VEHICLES HAD MISSED THE CROSSING AND BECAME STUCK ON THE RIGHT OF WAY. THE CREW PLACED THE TRAIN INTO EMERGENCY BUT WAS UNABLE TO STOP PRIOR TO COLLIDING WITH ONE OF THE VEHICLES. THE INDIVIDUALS OPERATING THE VEHICLES MAY HAVE BEEN INJURED BUT FLED THE SCENE PRIOR TO LOCAL RESPONDERS ARRIVING.HIGHWAY USER'S ACTIONS:STOPPED ON CROSSING (NO GATES).,0,0
355,355,2019,20190821A,754879V,2019-08-21,PM,07:27 PM,81.0,SAN MATEO,6.0,CALIFORNIA,Auto,4,West,2.0,Stopped on crossing,,,,84.0,3.0,Dusk,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Hwy. traffic signals,Audible,Crossbucks,,Dry,1,Both sides,41.0,Male,4.0,Stopped on crossing,0.0,58.0,,3000.0,CALTRAIN 287 STRUCK UNOCCUPIED VEHICLE FOULING THE GRADE CROSSING AT BROADWAY MP 15.03 WHILE EXPRESSING ON MT-1 NORTHBOUND FROM BURLINGAME STATION. AFTER THE VEHICLE WAS STRUCK A PERSON GOT IN THE VEHICLE AND DROVE AWAY.  THE OWNER OF THE VEHICLE WAS NEVER LOCATED OR IDENTIFIED SO THERE IS NO RECORDOF GENDER OR AGE. **REVISED 6/18/2020 WITH DRIVER'S AGE AND GENDER.,0,0
356,356,2019,161119,028569A,2019-09-16,AM,08:19 AM,19.0,FRESNO,6.0,CALIFORNIA,Other,4,West,3.0,Moving over crossing,,,,70.0,2.0,Day,2.0,Cloudy,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,,,1.0,Went around the gate,20.0,10.0,,100.0,TRAIN 701 OPERATING WITH CAMERA-EQUIPPED LOCOMOTIVE E/2009 AND 6 CARS STRUCK A PEDESTRIAN ON A BICYCLE INSIDE OF MP 999.50 OLIVE AVE CROSSING. THE TRAIN STRUCK THE REAR OF THE BICYCLE THE PEDESTRIAN WAS KNOCKED OFF NOT INJURED REFUSED MEDICAL ATTENTION AND FLED THE SCENE. HIGHWAY USER AGE AND GENDERIS UNKNOWN.,0,0
357,357,2019,091519,746046B,2019-09-15,AM,10:38 AM,37.0,LOS ANGELES,6.0,CALIFORNIA,Pedestrian,4,West,3.0,Moving over crossing,,,,86.0,2.0,Day,3.0,Rain,1.0,Main,Gates,Hwy. traffic signals,Crossbucks,,,,,Dry,1,Both sides,77.0,Male,8.0,Suicide/attempted suicide,,45.0,,0.0,ON 09/15/19 AT APPROXIMATELY 10:40 AN ADULT MALE SUBJECT WALKED WEST BOUND ONTO THE GRADE CROSSING AT MACLAY AVE AND WAS STRUCK BY THE M262 AS IT TRAVERSED THE CROSSING. THE COLLISION THREW THE SUBJECT SB ACROSS THE CROSSING AND CLEAR OF THE ROW. #30 UPDATED 4/19/2021.,1,0
358,358,2019,093019,746006D,2019-09-30,PM,01:06 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Pedestrian,3,East,3.0,Moving over crossing,,,,73.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Hwy. traffic signals,Crossbucks,,,,,Dry,1,Both sides,33.0,Male,8.0,Suicide/attempted suicide,,30.0,,0.0,"AN ADULT MALE SUBJECT WAS STRUCK BY THE ML109 AS IT TRAVERSED THE VINELAND AVE CROSSING. PER A WITNESS AND M109 ENGINEER, THE SUBJECT WAS RUNNING EAST BOUND OVER THE CROSSING WHEN THE INCIDENT OCCURRED. CONFIRMED SUICIDE BY CORONER UPDATED 4/13/2021. NARRATIVE AND #40 UPDATED ON 5/10/2021.",1,0
359,359,2019,190926,498673P,2019-09-26,PM,09:21 PM,97.0,SONOMA,6.0,CALIFORNIA,Pedestrian,3,East,3.0,Moving over crossing,,,,64.0,4.0,Dark,2.0,Cloudy,1.0,Main,Gates,Cantilever FLS,Standard FLS,Wig wags,Audible,Crossbucks,,Dry,1,Both sides,41.0,Male,8.0,Suicide/attempted suicide,,65.0,,0.0,NORTHBOUND TRAIN-4 APPROACHING GOLF COURSE DR. MP-48.50 PEDESTRIAN WALKED IN FRONT OF TRAIN AND WASSTRUCK (FATALITY),1,2
360,360,2019,161116,751224V,2019-09-16,PM,12:24 PM,113.0,YOLO,6.0,CALIFORNIA,Auto,2,South,1.0,Stalled or stuck on crossing,,,,77.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,82.0,Male,8.0,Suicide/attempted suicide,0.0,79.0,,7500.0,TRAIN 537 OPERATING WITH CAMERA-EQUIPPED LOCOMOTIVE E/2003 AND 5 CARS STRUCK AN OCCUPIED VEHICLE ATMP 79.13 COUNTY RD 105 CROSSING. DRIVER IN VEHICLE AT AGE 82 DROVE VEHICLE ONTO TRACK AND STOPPED ONTRACK AS TRAIN APPROACHED.,1,0
361,361,2019,FY2000527,750164K,2019-10-15,PM,03:19 PM,85.0,SANTA CLARA,6.0,CALIFORNIA,Pedestrian,2,South,3.0,Moving over crossing,,,,71.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Wig wags,Hwy. traffic signals,Audible,Crossbucks,,Dry,1,Both sides,41.0,Male,3.0,Did not stop,,30.0,,0.0,"A 41 YEAR OLD PEDESTRIAN, WALKING SOUTHBOUND ON BASCOM AVENUE, WEARING EARBUDS, LOOKING DOWN AT THEGROUND, WALKED THROUGH THE FULLY ACTIVATED CROSSING AND WAS STRUCK BY A LIGHT RAIL VEHICLE TRAVELINGEASTBOUND AT APPROX. 30 MPH IN A 55 MPH ZONE. PEDESTRIAN WAS TRANSPORTED TO THE HOSPITAL AND PRONOUNCED DEAD. PLEASE NOTE THAT AT THIS CROSSING THERE ARE NO GATES THAT COVER THE PEDESTRIAN SIDEWALK,ONLY THE ROADWAY. THE PEDESTRIAN DID NOT STOP PRIOR TO THE TRACKS AND BEING STRUCK. VTA #FY20-00527.",1,0
362,362,2019,FY1913661,027562Y,2019-06-12,PM,04:40 PM,73.0,SAN DIEGO,6.0,CALIFORNIA,Van,1,North,2.0,Stopped on crossing,,,,70.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,,,4.0,Stopped on crossing,0.0,23.0,,,"HIGHWAY USER WAS STOPPED ON THE CROSSING AND WAS STRUCK BY MOVING EQUIPMENT, AND THEN FLED THE SCENE. NO INJURIES OCCURRED. BLOCK # 38, 39, 44 AND 48 ARE UNKNOWN DUE TO VEHICLE FLEEING THE SCENE.",0,0
363,363,2019,CA0919201,028349E,2019-09-01,PM,11:45 PM,31.0,KINGS,6.0,CALIFORNIA,Auto,1,North,3.0,Moving over crossing,,,,80.0,4.0,Dark,1.0,Clear,3.0,Siding,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,,Male,1.0,Went around the gate,8.0,36.0,,1000.0,USER'S AGE UNKNOWN. TRAIN STRUCK VEHICLE THAT WENT AROUND THE GATES.  NO HAZMAT RELEASED.,0,0
364,364,2019,1019NC039,833930J,2019-10-21,PM,07:20 PM,77.0,SAN JOAQUIN,6.0,CALIFORNIA,Auto,3,East,2.0,Stopped on crossing,,,,86.0,3.0,Dusk,1.0,Clear,2.0,Yard,Gates,Standard FLS,Audible,Stop signs,,,,Dry,1,Both sides,39.0,Female,4.0,Stopped on crossing,0.0,10.0,,5000.0,LRS51-21 COLLIDED WITH AN UNOCCUPIED VEHICLE AT MP 90.37 / OAKLAND SUB / AT CROSSING INDUSTRIAL & MCKINLEY.  NO LOCO DAMAGE.HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED).  DRIVER NOT IN VEHICLE AT TIME OF IMPACT.,0,0
365,365,2018,156916,028781R,2018-12-29,PM,07:13 PM,77.0,SAN JOAQUIN,6.0,CALIFORNIA,Auto,4,West,2.0,Stopped on crossing,,,,42.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,,Female,4.0,Stopped on crossing,0.0,78.0,,7500.0,"TRAIN 717 OPERATING WITH CAMERA-EQUIPPED LOCOMOTIVE CDTX 2009 AND 9 CARS STRUCK AN UNOCCUPIED VEHICLE AT MP 1101.89, YOSEMITE AVE CROSSING.  THE VEHICLE WAS PARKED ON THE TRACK AT THE TIME OF IMPACT.THERE WERE NO INJURIES TO REPORT.  THE AGE OF THE VEHICLE DRIVER WAS NOT AVAILABLE.",0,1
366,366,2018,0718LA005,810924R,2018-07-02,PM,02:20 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Truck-trailer,4,West,5.0,Blocked on crossing by gates,,,,83.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Flagged by crew,,,,Dry,1,Both sides,35.0,Male,5.0,Other,,3.0,,1000.0,SEMI TRUCK WAS BLOCKED ON THE CROSSING BY THE GATES AS IT STARTED SHOVING.,0,0
367,367,2018,0718LA035,746055A,2018-07-30,AM,08:48 AM,37.0,LOS ANGELES,6.0,CALIFORNIA,Truck-trailer,3,East,4.0,Trapped on crossing by traffic,,,,90.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,,,,,Dry,1,Both sides,65.0,Male,5.0,Other,,36.0,,10000.0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED).,0,0
368,368,2018,0718LA039,760490R,2018-07-31,PM,12:00 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Auto,2,South,1.0,Stalled or stuck on crossing,,,,89.0,2.0,Day,1.0,Clear,4.0,Industry,Gates,Standard FLS,Audible,,,,,Dry,1,Both sides,70.0,Female,5.0,Other,0.0,7.0,,2000.0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED).,0,0
369,369,2016,CFN933516G,969802E,2016-03-30,PM,12:40 PM,47.0,MERCED,6.0,CALIFORNIA,Truck-trailer,1,North,3.0,Moving over crossing,,,,67.0,2.0,Day,1.0,Clear,4.0,Industry,Stop signs,Flagged by crew,,,,,,Dry,1,Both sides,43.0,Male,3.0,Did not stop,5.0,3.0,,1500.0,A TRAIN CREW WAS SHOVING TO SPOT AN INDUSTRY. A DRIVER OF A TRUCK TRAILER FAILED TO STOP AT THE CROSSING. THE ENGINEER PLACED THE TRAIN IN EMERGENCY AND STRUCK THE TRUCK'S TRAILER. NO INJURIES TO THEDRIVER OR TRAIN CREW.,0,0
370,370,2018,155485,748918V,2018-09-25,AM,08:24 AM,93.0,SISKIYOU,6.0,CALIFORNIA,Auto,4,West,3.0,Moving over crossing,,,,38.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,35.0,Female,1.0,Went around the gate,35.0,52.0,,7500.0,"TRAIN 14 OPERATING WITH CAMERA-EQUIPPED LOCOMOTIVES E/9-E/51 AND 11 CARS STRUCK AN OCCUPIED VEHICLEAT MP 407.44, US HIGHWAY 97 RD CROSSING.  THERE WERE TWO ENGINEER TRAINEES ON BOARD THE TRAIN.",1,0
371,371,2018,0418RS038,749724T,2018-04-26,PM,02:01 PM,1.0,ALAMEDA,6.0,CALIFORNIA,Motorcycle,3,East,2.0,Stopped on crossing,,,,62.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,63.0,Male,8.0,Suicide/attempted suicide,0.0,15.0,,4000.0,HIGHWAY USER'S ACTIONS: WENT AROUND THE GATE - MOVING.,0,1
372,372,2018,0418RS041,752756C,2018-04-27,PM,02:17 PM,67.0,SACRAMENTO,6.0,CALIFORNIA,Pedestrian,4,West,3.0,Moving over crossing,,,,70.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Hwy. traffic signals,Audible,,,Dry,1,Both sides,46.0,Male,1.0,Went around the gate,,60.0,,,HIGHWAY USER'S ACTIONS: WENT AROUND THE GATE: MOVING.,1,0
373,373,2018,0418LA019,747939K,2018-04-25,PM,04:39 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Auto,2,South,3.0,Moving over crossing,,,,72.0,2.0,Day,1.0,Clear,4.0,Industry,Hwy. traffic signals,Crossbucks,Flagged by crew,,,,,Dry,1,Both sides,54.0,Male,3.0,Did not stop,10.0,10.0,,30000.0,HIGHWAY USER'S ACTIONS: DID NOT STOP.,0,1
374,374,2018,4P2018,853799A,2018-05-02,PM,05:00 PM,99.0,STANISLAUS,6.0,CALIFORNIA,Other,1,North,3.0,Moving over crossing,,,,75.0,2.0,Day,1.0,Clear,2.0,Yard,Cantilever FLS,Audible,Crossbucks,,,,,Dry,1,Both sides,55.0,Male,3.0,Did not stop,5.0,14.0,,50.0,"CREW WAS TRAVELING WESTBOUND AT 15 MPH TOWARD GALLO WINERY. AS THEY WERE APPROACHING EMPIRE AVENUE,THEY NOTICED A MAN ON A BIKE, ON AN ADJACENT ROAD TRAVELING IN THE SAME DIRECTION AS THE TRAIN. THECROSSING LIGHTS AND BELLS WERE WORKING PROPERLY AND THE CREW WAS COMPLYING WITH THE BELL AND WHISTLEREQUIREMENTS FOR APPROACHING A CROSSING. THE BICYCLIST RODE AROUND TRAFFIC STOPPED AT THE CROSSINGAND TRAVELED OVER THE CROSSING, INTO THE PATH OF THE TRAIN. THE AGE OF THE BICYCLIS IS AN ESTIMATE.",0,1
375,375,2018,5P2018,853832X,2018-05-04,AM,06:45 AM,99.0,STANISLAUS,6.0,CALIFORNIA,Truck-trailer,1,North,2.0,Stopped on crossing,,,,55.0,1.0,Dawn,1.0,Clear,2.0,Yard,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,50.0,Male,4.0,Stopped on crossing,0.0,10.0,,15000.0,"CREW WAS TRAVELING WESTBOUND TOWARD MIKES DIESEL PRIVATE CROSSING. A TRACTOR TRAILER WAS TRAVELING THE SAME DIRECTION, ADJACENT TO TRACKS. AS CREW WAS APPROACHING CROSSING, THE TRACTOR TRAILER FAILEDTO STOP AT STOP SIGN AND CROSSBUCKS TO LOOK FOR TRAIN. THE DRIVER STOPPED ON THE CROSSING AS TRAIN ENTERED, RESULTING IN A COLLISION BETWEEN TRAIN AND TRACTOR TRAILER.",0,0
376,376,2018,050218,750608B,2018-05-02,PM,08:50 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Auto,1,North,1.0,Stalled or stuck on crossing,,,,54.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,,,,,,Dry,1,Both sides,,Male,4.0,Stopped on crossing,0.0,59.0,,0.0,ML223 STRUCK VEHICLE ABANDONED ON TRACK AT AVE K CROSSING.,0,0
377,377,2015,20151007B,754892J,2015-10-07,PM,10:32 PM,81.0,SAN MATEO,6.0,CALIFORNIA,Auto,3,East,1.0,Stalled or stuck on crossing,,,,50.0,4.0,Dark,2.0,Cloudy,1.0,Main,Gates,Cantilever FLS,Audible,Crossbucks,,,,Dry,1,Both sides,32.0,Male,4.0,Stopped on crossing,0.0,30.0,,0.0,"AT APPROXIMATELY 10:32PM NORTHBOUND CALTRAIN 197 STRUCK A STOPPED VEHICLE ON THE CROSSING AT BAYSWATER AVE. REPORTED TO FRA. #1330375, CPUC 15-5924. NO 54 REPORT WILL BE FILED, MINIMAL DAMAGE TO EQUIPMENT.",0,0
378,378,2015,10052015,026857M,2015-10-05,AM,10:46 AM,73.0,SAN DIEGO,6.0,CALIFORNIA,Pedestrian,4,West,2.0,Stopped on crossing,,,,66.0,2.0,Day,3.0,Rain,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,,,,Wet,1,Both sides,40.0,Male,8.0,Suicide/attempted suicide,0.0,50.0,,0.0,"COASTER TRAIN 644 STRUCK AND FATALLY WOUNDED A MALE TRESPASSER. THE MAN WATCHED THE APPROACH OF THETRAIN, WALKED OUT AND STOOD IN BETWEEN THE RAIL FACING THE TRAIN, AND PUT A BLANKET OVER HIS HEAD PRIOR TO BEING STRUCK BY THE TRAIN.",1,0
379,379,2015,CA1015200,026050D,2015-10-06,PM,08:40 PM,71.0,SAN BERNARDINO,6.0,CALIFORNIA,Other,1,North,2.0,Stopped on crossing,,,,58.0,3.0,Dusk,1.0,Clear,1.0,Main,Gates,Cantilever FLS,,,,,,Dry,1,Both sides,,Male,5.0,Other,0.0,65.0,,2000.0,DRIVER AGE UNKNOWN  41: UNOCCUPIED BICYCLE,0,0
380,380,2015,CA1015201,026476Y,2015-10-07,AM,06:14 AM,65.0,RIVERSIDE,6.0,CALIFORNIA,Pedestrian,1,North,3.0,Moving over crossing,,,,70.0,1.0,Dawn,1.0,Clear,1.0,Main,Gates,Standard FLS,,,,,,Dry,1,Both sides,57.0,Male,5.0,Other,,37.0,,,41: WALKED AROUND GATES,0,1
381,381,2015,CA1015202,026064L,2015-10-10,AM,10:50 AM,71.0,SAN BERNARDINO,6.0,CALIFORNIA,Truck-trailer,2,South,1.0,Stalled or stuck on crossing,,,,95.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,,,,,,Dry,1,Both sides,41.0,Male,5.0,Other,0.0,33.0,,5000.0,41: PRECEDED GATES,0,0
382,382,2015,0715RS028,833750L,2015-07-30,AM,11:25 AM,67.0,SACRAMENTO,6.0,CALIFORNIA,Auto,1,North,2.0,Stopped on crossing,,,,90.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,30.0,Male,4.0,Stopped on crossing,0.0,49.0,,5500.0,VEHICLE WAS STRUCK WHILE STOPPED FOULING THE TRACKS.,0,1
383,383,2015,0715RS029,750488M,2015-07-31,AM,10:50 AM,89.0,SHASTA,6.0,CALIFORNIA,Auto,3,East,3.0,Moving over crossing,,,,90.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,80.0,Male,7.0,Went thru the gate,5.0,47.0,,2000.0,DRIVER WENT THROUGH THE GATES ONCE THE TRAIN WAS ALREADY PASSING THROUGH THE CROSSING.,0,0
384,384,2016,0216LA012,747585T,2016-02-09,AM,11:15 AM,37.0,LOS ANGELES,6.0,CALIFORNIA,Truck-trailer,1,North,3.0,Moving over crossing,,,,74.0,2.0,Day,1.0,Clear,2.0,Yard,Flagged by crew,,,,,,,Dry,2,Side of vehicle approach,30.0,Male,3.0,Did not stop,30.0,5.0,,500.0,WHILE THE CROSSING WAS BEING PROTECTED A SEMI TRUCK DECIDED TO TRY AND BEAT THE TRAIN AS IT WAS SHOVING BACK.  TRAIN ENDED UP CLIPPING THE TRUCK AND DAMAGING THE LICENSE PLATE.,0,0
385,385,2018,20181205A,754941D,2018-12-05,PM,03:56 PM,81.0,SAN MATEO,6.0,CALIFORNIA,Pedestrian,3,East,2.0,Stopped on crossing,,,,59.0,2.0,Day,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,59.0,Female,4.0,Stopped on crossing,0.0,40.0,,0.0,"CALTRAIN 156 WAS TRAVELING SOUTHBOUND ON MAIN TRACK 2 AT APPROXIMATELY 40 MPH, WHEN THE ENGINEER NOTICED A WOMAN STANDING IN THE CLEAR OF THE MAINLINE BETWEEN TRACK AND MAIN ST. CROSSING (MP 25.71). AS THE TRAIN APPROACHED, THE ENGINEER STATED THAT THE WOMAN STEPPED OUT INTO THE MIDDLE OF MAIN TRACK2 IN FRONT OF THE TRAIN. UPON NOTICING THIS, THE ENGINEER PLACED THE TRAIN INTO EMERGENCY, BUT STILL FATALLY STRUCK HER.",1,0
386,386,2016,0216LA022,747837S,2016-02-24,AM,08:28 AM,37.0,LOS ANGELES,6.0,CALIFORNIA,Pedestrian,4,West,3.0,Moving over crossing,,,,80.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Hwy. traffic signals,Audible,Crossbucks,,,Dry,1,Both sides,65.0,Male,1.0,Went around the gate,,5.0,,,PEDESTRIAN WENT AROUND GATES AND ATTEMPTED TO CRAWL UNDER THE TRAIN (9TH POSITION) ON THE CROSSING.,1,0
387,387,2016,CA0316200,026480N,2016-03-18,AM,01:55 AM,65.0,RIVERSIDE,6.0,CALIFORNIA,Auto,3,East,1.0,Stalled or stuck on crossing,,,,60.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,,,,,,Dry,1,Both sides,,Male,5.0,Other,0.0,39.0,,2000.0,DRIVER AGE UNKNOWN  41: UNOCCUPIED VEHICLE,0,0
388,388,2016,CA0316201,028595P,2016-03-19,AM,02:45 AM,39.0,MADERA,6.0,CALIFORNIA,Pick-up truck,1,North,3.0,Moving over crossing,,,,58.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,,,,,,Dry,1,Both sides,33.0,Male,1.0,Went around the gate,10.0,,,2000.0,,0,1
389,389,2016,CA0316202,028650M,2016-03-19,AM,06:15 AM,47.0,MERCED,6.0,CALIFORNIA,Auto,3,East,2.0,Stopped on crossing,,,,49.0,1.0,Dawn,1.0,Clear,1.0,Main,Gates,Cantilever FLS,,,,,,Dry,1,Both sides,,Female,5.0,Other,0.0,54.0,,2000.0,DRIVER AGE UNKNOWN  41: UNOCCUPIED VEHICLE,0,0
390,390,2016,CA0316204,028131K,2016-03-28,AM,08:43 AM,37.0,LOS ANGELES,6.0,CALIFORNIA,Truck-trailer,4,West,3.0,Moving over crossing,,,,65.0,1.0,Dawn,2.0,Cloudy,1.0,Main,Crossbucks,,,,,,,Dry,2,Side of vehicle approach,44.0,Male,2.0,Stopped and then proceeded,2.0,6.0,,2000.0,,0,0
391,391,2017,146710,026827V,2017-03-15,PM,02:40 PM,73.0,SAN DIEGO,6.0,CALIFORNIA,Pedestrian,1,North,3.0,Moving over crossing,,,,65.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,40.0,Male,1.0,Went around the gate,,90.0,,0.0,"TRAIN 774 OPERATING WITH LOCOMOTIVE E/451 AND 6 CARS STRUCK A PEDESTRIAN AT MP 236.50, LEUCADIA BLVDCROSSING.  THERE WAS NO EQUIPMENT DAMAGE.",1,1
392,392,2017,146860,751734Y,2017-03-28,AM,09:58 AM,13.0,CONTRA COSTA,6.0,CALIFORNIA,Pedestrian,1,North,3.0,Moving over crossing,,,,62.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,61.0,Female,5.0,Other,,40.0,,0.0,"TRAIN 531 OPERATING WITH CAMERA EQUIPPED LOCOMOTIVE E/2007 AND 4 CARS STRUCK A PEDESTRIAN INSIDE THECROSSING AT MP 31.61, FERRY ST CROSSING.  THE PEDESTRIAN WAS WALKING HER DOG ACROSS THE TRACKS WHENSHE WAS STRUCK AND INJURED BY THE TRAIN.  THE DOG WAS NOT HURT.",0,1
393,393,2017,146895,749747A,2017-03-31,AM,08:31 AM,1.0,ALAMEDA,6.0,CALIFORNIA,Pick-up truck,1,North,3.0,Moving over crossing,,,,61.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,,,1.0,Went around the gate,25.0,79.0,,2500.0,"TRAIN 525 STRUCK A PICK-UP TRUCK AT MP 18.15, LEWELLING BLVD CROSSING.  DRIVER DROVE OFF BEFORE POLICE ARRIVED LEAVING VEHICLE BUMPER AND LICENSE PLATE BEHIND.  THE AGE AND GENDER OF THE DRIVER WAS NOT AVAILABLE.",0,0
394,394,2017,SJV236017G,028285V,2017-03-04,PM,02:26 PM,29.0,KERN,6.0,CALIFORNIA,Pedestrian,1,North,3.0,Moving over crossing,,,,65.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Hwy. traffic signals,Crossbucks,,,,Dry,1,Both sides,59.0,Male,1.0,Went around the gate,,5.0,,,A TRAIN CREW WAS INFORMED THAT THE TRAIN THEY WERE OPERATING HAD RUN OVER A TRESPASSER NEAR THE REAREND OF THEIR TRAIN. THE YARDMASTER INSTRUCTED THEM TO STOP- NOT TO PROCEED. APPARENTLY A TRESPASSERHAD ATTEMPTED TO CRAWL UNDER THE SLOW ROLLING TRAIN AT THE 91ST POSITION FROM THE HEAD OF THE TRAINWHEN HIS ANKLE/FOOT WERE CAUGHT BY A RAILCAR WHEEL AND CRUSHED/SEVERED. CIVILIANS WHO WITNESSED THEINCIDENT CALLED EMERGENCY SERVICES WHO IN TURN CONTACTED THE BNSF YARDMASTER.,0,1
395,395,2017,CA0317202,972075G,2017-03-22,AM,07:00 AM,47.0,MERCED,6.0,CALIFORNIA,Truck-trailer,1,North,3.0,Moving over crossing,,,,51.0,1.0,Dawn,3.0,Rain,4.0,Industry,Crossbucks,Flagged by crew,,,,,,Wet,2,Side of vehicle approach,40.0,Male,3.0,Did not stop,5.0,9.0,,2000.0,,0,1
396,396,2017,20170804B,754879V,2017-08-04,AM,08:49 AM,81.0,SAN MATEO,6.0,CALIFORNIA,Truck,4,West,2.0,Stopped on crossing,,,,61.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Hwy. traffic signals,Audible,Crossbucks,,,Dry,1,Both sides,,Male,4.0,Stopped on crossing,0.0,73.0,,10000.0,"AS 329 APPROACHED BROADWAY AVENUE, THE ENGINEER NOTICED A BOX TRUCK ON THE CROSSING. THE ENGINEER HAD BEEN BLOWING HIS WHISTLE AS REQUIRED AND KEPT BLOWING IT. AS HE REACHED THE SOUTH END OF THE BROADWAY STATION, HE REALIZED THE BOX TRUCK WAS NOT GOING TO MOVE, PLACED THE TRAIN INTO EMERGENCY. TRAIN329 IMPACTED THE REAR END OF THE BOX TRUCK AND CAME TO REST APPROXIMATELY AT MILE POST 14.8.  THE AGE OF THE HIGHWAY USER IS UNKNOWN.",0,0
