Global_ID,S.No,Report Year,Incident Number,Grade Crossing ID,Date,AM/PM,Time,County Code,County Name,State Code,State Name,Highway User,Vehicle Direction Code,Vehicle Direction,Highway User Position Code,Highway User Position,Second Highway User,Second Vehicle Direction Code,Second Vehicle Direction,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Crossing Warning Expanded 1,Crossing Warning Expanded 2,Crossing Warning Expanded 3,Crossing Warning Expanded 4,Crossing Warning Expanded 5,Crossing Warning Expanded 6,Crossing Warning Expanded 7,Roadway Condition,Crossing Warning Location Code,Crossing Warning Location,User Age,User Sex,Highway User Action Code,Highway User Action,Estimated Vehicle Speed,Train Speed,Estimated/Recorded Speed,Vehicle Damage Cost,Narrative,Total Killed Form 57,Total Injured Form 57
5106,5106,2013,2013003,598361H,2013-10-19,PM,02:26 PM,439.0,TARRANT,48.0,TEXAS,Auto,1,North,3.0,Moving over crossing,,,,66.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,,,,,,Dry,1,Both sides,43.0,Male,1.0,Went around the gate,10.0,74.0,,1500.0,TRE 2969 STRUCK A VEHICLE AT CALLOWAY CEMETERY RD THAT ENTERED THE CROSSING AFTER OR WHILE THE GATESWERE DOWN,1,0
5107,5107,2013,2013002,598344S,2013-10-01,PM,06:37 PM,439.0,TARRANT,48.0,TEXAS,Auto,2,South,3.0,Moving over crossing,,,,64.0,3.0,Dusk,1.0,Clear,1.0,Main,Gates,Standard FLS,,,,,,Dry,1,Both sides,42.0,Male,1.0,Went around the gate,40.0,76.0,,3000.0,TRE 2943 STRUCK A VEHICLE AT CARSON ST THAT HAD ENTERED THE CROSSING AFTER OR WHILE THE GATES WERE DOWN,1,2
5108,5108,2013,0913ST006,741217H,2013-09-09,AM,07:50 AM,141.0,EL PASO,48.0,TEXAS,Truck-trailer,1,North,3.0,Moving over crossing,,,,77.0,2.0,Day,1.0,Clear,2.0,Yard,Gates,Standard FLS,Audible,Stop signs,,,,Dry,1,Both sides,59.0,Male,1.0,Went around the gate,8.0,3.0,,20000.0,HIGHWAY USER'S ACTIONS: DID NOT STOP.,0,0
5109,5109,2013,KS0513203,014566N,2013-05-28,PM,03:05 PM,65.0,CARSON,48.0,TEXAS,Pick-up truck,1,North,1.0,Stalled or stuck on crossing,,,,90.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,,,,,,Dry,1,Both sides,49.0,Male,5.0,Other,0.0,33.0,,2000.0,41: UNOCCUPIED VEHICLE,0,0
5110,5110,2013,0513FW008,796366M,2013-05-11,PM,06:40 PM,227.0,HOWARD,48.0,TEXAS,Truck-trailer,1,North,3.0,Moving over crossing,,,,80.0,2.0,Day,1.0,Clear,1.0,Main,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,25.0,Male,3.0,Did not stop,10.0,62.0,,30000.0,HIGHWAY USER'S ACTIONS: DID NOT STOP.,0,0
5111,5111,2013,0513HO003,448634M,2013-05-04,PM,11:50 PM,39.0,BRAZORIA,48.0,TEXAS,Motorcycle,4,West,3.0,Moving over crossing,,,,55.0,4.0,Dark,1.0,Clear,2.0,Yard,Cantilever FLS,Hwy. traffic signals,Audible,Crossbucks,,,,Dry,1,Both sides,41.0,Male,3.0,Did not stop,65.0,6.0,,6000.0,HIGHWAY USER'S ACTIONS: DID NOT STOP.,2,0
5112,5112,2013,8312013,018743E,2013-08-31,PM,03:02 PM,451.0,TOM GREEN,48.0,TEXAS,Pick-up truck,3,East,3.0,Moving over crossing,,,,97.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,,,,,,,Dry,1,Both sides,50.0,Female,3.0,Did not stop,30.0,9.0,,0.0,LOCOMOTIVE ENGINEER WAS LIGHT ENGINE HEADING TO THE YARD WHEN HE STRUCK A PICK UP TRUCK. THE PICK UPTRUCK SLOWED DOWN BEFORE THE CROSSING BUT SPED UP AGAIN TRYING TO BEAT THE TRAIN. THE LOCOMOTIVE HIT THE REAR OF THE TRUCK DAMAGING THE PASSENGER SIDE OF THE BED. TWO NEARBY POLICE OFFICERS SAID THATTHEY HEARD THE BELL AND WHISTLE BEFORE THE INCIDENT. NO DAMAGE TO THE LOCOMOTIVE. REST OF THE INFORMATION IS STILL UNDER INVESTIGATION. WAITING ON POLICE REPORT. AS OF RIGHT NOW DRIVERS AGE IS UNK.,0,0
5113,5113,2013,2013000017,911812W,2013-05-02,AM,08:45 AM,201.0,HARRIS,48.0,TEXAS,Truck-trailer,2,South,3.0,Moving over crossing,,,,70.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,33.0,Male,3.0,Did not stop,25.0,13.0,,3000.0,WHILE PULLING ACROSS JACINTO PORT BLVD PORT JOB 384 COLLIDED WITH A TRUCK THAT FAILED TO STOP AT THECROSSING. EYE WITNESSES STATE THAT THE TRUCK APPEARED TO NOT SEE THE TRAIN AS HE DID NOT APPLY HISBRAKES. THEY ALSO SAID THE TRAIN WAS CLEARLY BLOWING THE HORN AND SOUNDING THE WHISTLE PRIOR TO THECROSSING AND SUBSEQUENT IMPACT.,0,0
5114,5114,2013,KS0613200,014783N,2013-06-25,AM,08:25 AM,369.0,PARMER,48.0,TEXAS,Truck-trailer,4,West,2.0,Stopped on crossing,,,,79.0,1.0,Dawn,1.0,Clear,1.0,Main,Gates,Standard FLS,,,,,,Dry,1,Both sides,39.0,Male,5.0,Other,0.0,64.0,,3000.0,41: TRAILER FOUL OF TRACK.,0,0
5115,5115,2013,2013000022,911814K,2013-05-30,AM,04:20 AM,201.0,HARRIS,48.0,TEXAS,Truck-trailer,2,South,3.0,Moving over crossing,,,,87.0,4.0,Dark,1.0,Clear,4.0,Industry,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,44.0,Male,2.0,Stopped and then proceeded,5.0,5.0,,1500.0,PTRA JOB 370 SHOVING SOUTH WITH 109 LOADED GRAIN CARS TO CARGILL EVELATOR WHEN THE CREW OBSERVED A TRUCK TURN ONTO CARGILL ROAD AND SLOW BUT NOT STOP AT THE STOP SIGN. THE TRUCK PULLED IN FRONT OF THELEAD RAIL CAR (NAHX 100762) AND WAS STRUCK AND SHOVED 40 FEET BEFORE STOPPING,0,0
5116,5116,2013,1013FW016,415426U,2013-10-15,PM,07:24 PM,181.0,GRAYSON,48.0,TEXAS,Auto,4,West,3.0,Moving over crossing,,,,55.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,83.0,Male,2.0,Stopped and then proceeded,5.0,38.0,,7500.0,HIGHWAY USER'S ACTIONS: STOPPED AND THEN PROCEEDED THROUGH ACTIVATED GATES AND STRUCK SIDE OF TRAIN.,0,1
5117,5117,2013,1013FW020,920053N,2013-10-25,PM,04:30 PM,213.0,HENDERSON,48.0,TEXAS,Auto,1,North,3.0,Moving over crossing,,,,70.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,45.0,Male,2.0,Stopped and then proceeded,5.0,40.0,,1000.0,HIGHWAY USER'S ACTIONS: STOPPED AND THEN PROCEEDED. DRIVER STOPPED AT THE CROSSING AND INCHED UP TOOCLOSE TO THE TRACKS. DRIVER FLED THE SCENE.,0,0
5118,5118,2013,0513SA001,435954A,2013-05-03,PM,05:32 PM,29.0,BEXAR,48.0,TEXAS,Auto,4,West,4.0,Trapped on crossing by traffic,,,,70.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Hwy. traffic signals,Audible,Crossbucks,,,Dry,2,Side of vehicle approach,28.0,Female,4.0,Stopped on crossing,,18.0,,1000.0,HIGHWAY USER'S ACTIONS: TRAPPED ON CROSSING BY TRAFFIC BEFORE GATES DESCENDED.,0,0
5119,5119,2013,0513SA005,448982R,2013-05-07,AM,08:57 AM,283.0,LA SALLE,48.0,TEXAS,Truck-trailer,4,West,3.0,Moving over crossing,,,,72.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,,,,,,,"Sand, Mud, Dirt, Oil, Grease",1,Both sides,46.0,Male,2.0,Stopped and then proceeded,5.0,33.0,,2000.0,HIGHWAY USER'S ACTIONS: STOPPED AND THEN PROCEEDED.,0,0
5120,5120,2013,0513SA023,742741K,2013-05-18,AM,05:58 AM,325.0,MEDINA,48.0,TEXAS,Pedestrian,2,South,2.0,Stopped on crossing,,,,74.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,60.0,Male,8.0,Suicide/attempted suicide,0.0,23.0,,,HIGHWAY USER'S ACTIONS: WENT AROUND THE GATE - STOPPED. CONFIRMED SUICIDE BY THE HONDO POLICE DEPARTMENT.,1,0
5121,5121,2013,0513HO038,859588Y,2013-05-29,AM,05:44 AM,201.0,HARRIS,48.0,TEXAS,Truck-trailer,3,East,2.0,Stopped on crossing,,,,81.0,4.0,Dark,2.0,Cloudy,1.0,Main,Stop signs,,,,,,,Dry,1,Both sides,43.0,Male,4.0,Stopped on crossing,0.0,30.0,,8000.0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (NO GATES).,0,0
5122,5122,2013,13121801,020922V,2013-12-18,PM,03:48 PM,143.0,ERATH,48.0,TEXAS,Truck,4,West,3.0,Moving over crossing,,,,60.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,,,,,,,Dry,1,Both sides,38.0,Female,3.0,Did not stop,10.0,36.0,,0.0,DRIVER FAILED TO YIELD TO TRAIN AT BLUFF DALE MP 55.2,0,0
5123,5123,2013,TX0513200,274759D,2013-05-23,PM,04:25 PM,129.0,DONLEY,48.0,TEXAS,Auto,1,North,3.0,Moving over crossing,,,,75.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,,,,,,,Dry,1,Both sides,,Male,3.0,Did not stop,20.0,40.0,,2000.0,DRIVER AGE UNKNOWN,0,0
5124,5124,2013,1013FW005,795330B,2013-10-09,PM,06:05 PM,121.0,DENTON,48.0,TEXAS,Truck-trailer,4,West,1.0,Stalled or stuck on crossing,,,,83.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,51.0,Male,4.0,Stopped on crossing,0.0,34.0,,50000.0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED).,0,0
5125,5125,2013,1013FW008,796348P,2013-10-09,AM,09:15 AM,329.0,MIDLAND,48.0,TEXAS,Truck-trailer,2,South,1.0,Stalled or stuck on crossing,,,,80.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,44.0,Male,4.0,Stopped on crossing,0.0,30.0,,100000.0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED). DRIVER EXITED PRIOR TO IMPACT.,0,1
5126,5126,2013,710001113,748648Y,2013-05-28,AM,05:28 AM,201.0,HARRIS,48.0,TEXAS,Auto,4,West,3.0,Moving over crossing,,,,80.0,1.0,Dawn,1.0,Clear,1.0,Main,Stop signs,Crossbucks,Flagged by crew,,,,,Dry,1,Both sides,40.0,Male,6.0,Went around/thru temporary barricade,4.0,4.0,,15500.0,"ON  5-28-2013, AT 5:28AM, RCXM TRAIN CREW WAS TRAVELLING NORTHBOUND ON TRACK 9 ENROUTE TO DELIVER OPEN TOP HOPPERS FOR LOADING PURPOSES.  THE TRAIN CONSISTED OF 13 EMPTY HOPPERS, 3 LOADED HOPPERS AND2 LOCOMOTIVES.  A RCXM SWITCHING EMPLOYEE, POSITIONED IN ESCORT VEHICLE WAS AHEAD OF TRAIN TRAVEL AND WAS USING VEHICLE TO BLOCK VEHICULAR TRAFFIC AT RAILROAD AND EAST AVENUE, LOCATED WITHIN EXXONMOBIL BAYTOWN REFINERY.  VEHICLE DROVE AROUND TRAIN ESCORT VEHICLE AND WAS STRUCK BY LEAD HOPPER CAR.",0,0
5127,5127,2013,1013HO005,743818Y,2013-10-09,AM,08:53 AM,89.0,COLORADO,48.0,TEXAS,Truck-trailer,1,North,2.0,Stopped on crossing,,,,74.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Stop signs,Crossbucks,,,Dry,1,Both sides,41.0,Male,4.0,Stopped on crossing,0.0,37.0,,35000.0,"A TRACTOR TRAILER HAD ENTERED THE CROSSING PRIOR TO THE GATES DESCENDING WHEN THE TRAILER TURNED OVER, FOULING TRACKS ON THE CROSSING. TRAIN STRUCK THE TRACTOR TRAILER.",0,1
5128,5128,2013,1013LK003,789601R,2013-10-04,AM,11:21 AM,37.0,BOWIE,48.0,TEXAS,Truck-trailer,1,North,2.0,Stopped on crossing,,,,83.0,2.0,Day,2.0,Cloudy,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,57.0,Male,4.0,Stopped on crossing,0.0,48.0,,3000.0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (NO GATES). TRAIN STRUCK THE REAR END OF A LOG TRUCK FOULING THE TRACK AT A PRIVATE ROAD CROSSING.,0,0
5129,5129,2013,TX1113201,275013L,2013-11-26,PM,06:40 PM,485.0,WICHITA,48.0,TEXAS,Pick-up truck,1,North,1.0,Stalled or stuck on crossing,,,,35.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Audible,,,,,,Dry,1,Both sides,,Female,5.0,Other,0.0,30.0,,2000.0,DRIVER AGE UNKNOWN.,0,0
5130,5130,2013,0513ST019,764091T,2013-05-25,PM,01:41 PM,229.0,HUDSPETH,48.0,TEXAS,Auto,2,South,3.0,Moving over crossing,,,,90.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,86.0,Male,1.0,Went around the gate,10.0,21.0,,10000.0,HIGHWAY USER'S ACTIONS: WENT AROUND THE GATE - MOVING.,0,1
5131,5131,2013,0513SA024,427918J,2013-05-18,AM,03:38 AM,29.0,BEXAR,48.0,TEXAS,Auto,4,West,1.0,Stalled or stuck on crossing,,,,67.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,37.0,Female,4.0,Stopped on crossing,0.0,41.0,,8000.0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED).,0,0
5132,5132,2013,1113FW027,796095J,2013-11-13,PM,07:16 PM,353.0,NOLAN,48.0,TEXAS,Truck-trailer,2,South,1.0,Stalled or stuck on crossing,,,,65.0,4.0,Dark,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,37.0,Male,4.0,Stopped on crossing,0.0,52.0,,50000.0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (NO GATES).,0,0
5133,5133,2013,1113FW021,765266X,2013-11-13,PM,12:38 PM,439.0,TARRANT,48.0,TEXAS,Truck,4,West,3.0,Moving over crossing,,,,58.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,58.0,Male,1.0,Went around the gate,15.0,12.0,,5000.0,HIGHWAY USER'S ACTIONS: WENT AROUND THE GATE - MOVING.,0,0
5134,5134,2013,1113FW028,924395C,2013-11-12,PM,05:15 PM,439.0,TARRANT,48.0,TEXAS,Truck,3,East,3.0,Moving over crossing,,,,59.0,2.0,Day,1.0,Clear,2.0,Yard,Stop signs,,,,,,,Dry,1,Both sides,35.0,Female,3.0,Did not stop,5.0,5.0,,3000.0,HIGHWAY USER'S ACTIONS: DID NOT STOP. VIEW OBSCURED BY: OTHER: WHAT OBSCURED VIEW: BOX TRUCK.,0,0
5135,5135,2013,1113FW014,796341S,2013-11-10,AM,06:44 AM,329.0,MIDLAND,48.0,TEXAS,Truck-trailer,2,South,1.0,Stalled or stuck on crossing,,,,50.0,4.0,Dark,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,29.0,Male,4.0,Stopped on crossing,0.0,48.0,,50000.0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED).,0,0
5136,5136,2013,KS1113201,014744X,2013-11-06,PM,01:45 PM,117.0,DEAF SMITH,48.0,TEXAS,Other motor vehicle,2,South,4.0,Trapped on crossing by traffic,,,,62.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Audible,,,,,,Dry,1,Both sides,29.0,Male,5.0,Other,,24.0,,2000.0,41: PRECEDED GATES,0,0
5137,5137,2013,KS1113203,014597M,2013-11-23,AM,05:00 AM,375.0,POTTER,48.0,TEXAS,Truck-trailer,2,South,2.0,Stopped on crossing,,,,24.0,1.0,Dawn,5.0,Sleet,1.0,Main,Gates,Standard FLS,,,,,,Ice,1,Both sides,,Male,5.0,Other,0.0,24.0,,5000.0,DRIVER AGE UNKNOWN. 41: UNOCCUPIED VEHICLE,0,0
